h264 1 thread,h264 3 thread,h264 5 thread,h264 10 thread,h265 1 thread,h265 3 thread,h265 5 thread,h265 10 thread,vp9 1 thread,vp9 3 thread,vp9 5 thread,vp9 10 thread
2.876020888,2.557880193,2.577854219,2.481956345,4.528928795,4.420215396,4.370777215,3.738832496,18.157094451,18.874042976,17.787253878,17.429409965
2.823724004,2.540835229,2.527007909,2.566459995,4.518114594,4.337498878,4.355693911,4.307560073,17.529032669,17.683177349,17.431574504,17.387887703
2.81154985,2.537498676,2.541686315,2.560779641,4.496805531,4.333175641,4.332843208,4.306788539,17.536541194,17.597686772,17.531564812,17.42076876
2.803083816,2.530809685,2.25603287,2.572451408,4.499259162,4.339037976,4.341197069,4.34701728,17.477691617,17.735476422,18.211142294,17.760210388
2.814000143,2.529093812,2.535516191,2.562914725,4.558364538,4.340369413,4.352841789,4.296770425,17.914767215,17.979710394,17.443597167,17.466306147
2.811534522,2.537034345,2.534848145,2.582808355,4.588497201,4.333583165,4.376459128,4.296415617,17.476312141,17.607133675,17.467358856,17.46200531
2.812650462,2.535708893,2.536300182,2.564712709,4.491602439,4.362613634,4.356453496,4.287561348,17.482876882,17.560316532,17.81079009,17.696250049
2.828732093,2.532294138,2.533387159,2.571724711,4.500948699,4.333313113,4.344943657,4.300838398,18.5266767,18.615383226,17.433680226,17.40578642
2.82689929,2.530092491,2.54252567,2.554905549,4.498157162,4.31788206,4.345171082,4.294295415,17.497751871,17.579468396,17.410417742,17.46152146
2.828297626,2.557697276,2.539837609,2.568166308,4.506214604,4.338705687,4.347366548,4.279276956,17.461792863,17.632743075,17.484078158,17.987656108
2.808239282,2.547535262,2.544542452,2.564591151,4.477206765,4.357484092,4.309738262,4.286415816,17.910451913,18.121856828,18.726003259,17.544092779
2.82565446,2.540137572,2.555499339,2.569617162,4.481679853,4.324865469,4.284296343,4.279847424,17.511111081,17.663569044,17.463439981,17.416520508
2.809316698,2.831425016,2.594651866,2.563776649,4.847051294,4.330520994,4.298546344,4.286160792,17.504407522,17.578871982,17.430196091,17.452906702
2.820501688,2.547152373,2.755621461,2.607627907,4.502137042,4.345015368,4.297167388,4.282573026,17.512811794,17.607821565,17.681891152,17.588088662
2.955366955,2.540233048,2.541884479,2.59359519,4.49127702,4.367923758,4.29842146,4.292004198,17.88676368,18.04251829,17.443475595,17.440296772
2.820530499,2.552414212,2.540463088,2.582975499,4.479374785,4.334661522,4.290285042,4.288087682,17.479321515,17.633370373,17.39867526,17.432091778
2.808696724,2.540866439,2.536523001,2.579934371,4.485044453,4.339898382,4.284224511,4.288475512,17.514774302,17.525833282,17.547312548,17.573415015
2.801923383,2.539743245,2.535580245,2.582221629,4.476362512,4.321477992,4.287319226,4.315086164,17.759423078,18.020700558,17.43275127,17.41050063
2.815490151,2.533867831,2.536418553,2.576480795,4.500007105,4.322716492,4.284832637,4.297580317,17.499629283,17.585067208,17.433095744,17.3943252
2.814994251,2.540973104,2.541226838,2.57518325,4.47455715,4.335375081,4.317441181,4.275920658,17.491009594,17.610464086,17.43239874,17.403067731
2.823705349,2.541361212,2.53252751,2.573480072,4.505614241,4.331927653,4.306278394,4.283720824,17.460840548,18.243161997,17.747515803,17.759793263
2.834038285,2.537219699,2.535353695,2.565492049,4.501519027,4.328180042,4.285851631,4.280928243,17.779853009,17.68976662,17.516222465,17.435495504
2.815665841,2.523539268,2.527819563,2.56683127,4.500682641,4.333363017,4.298860343,4.285736052,17.465973319,17.587962558,17.40412497,17.45022439
2.829421011,2.539841101,2.538163856,2.567080225,4.493519442,4.336605371,4.288900825,4.277332014,17.502495469,17.580918128,18.055773548,17.483154387
2.816103692,2.532829579,2.539092672,2.575628625,4.487802052,4.33541695,4.294555933,4.287164356,17.975277298,18.146110189,17.43129896,17.412615182
2.816041256,2.538485224,2.539351641,2.568321129,5.459709648,4.333801133,4.283344475,4.280874182,17.480978174,17.560999315,17.445556459,17.468038317
2.81853916,2.530168533,2.528877849,2.55931998,4.542428128,4.33184968,4.292996137,4.283302525,17.458070965,17.550869692,17.449251116,17.646072412
2.832907744,2.537126697,2.533111313,2.57002916,4.504582116,4.660335204,4.296676991,4.291555637,17.648300617,18.289691377,17.744651106,17.725840274
2.826467759,2.53162724,2.560510698,2.577718285,4.494760357,4.400755561,4.292294711,4.276157946,17.986675703,17.565337961,17.375089667,17.362677576
2.824100365,2.531351167,2.533279114,2.57105605,4.554362298,4.348227409,4.288160205,4.284339064,17.471733831,17.563278971,17.428668472,17.369203513
