h264 1 thread,h264 3 thread,h264 5 thread,h264 10 thread,h265 1 thread,h265 3 thread,h265 5 thread,h265 10 thread,vp9 1 thread,vp9 3 thread,vp9 5 thread,vp9 10 thread
2.267997605,1.225025201,1.258306999,1.135425194,2.159998334,1.738852524,1.573603134,1.486309731,14.451992543,14.440026401,14.906180364,14.891732336
2.264317502,1.198497659,1.161657516,1.228242177,2.140555652,1.731742908,1.596248361,1.518240316,14.46176322,14.46840093,15.017080578,14.941864845
2.268399691,1.202761134,1.176601937,1.124977414,2.153934314,1.714485691,1.574339385,1.50311325,14.455407334,14.485654131,15.003275962,14.958556221
2.265512871,1.194973682,1.170418193,1.143533359,2.121527978,1.711128056,1.595145126,1.500913505,14.465375632,14.567405587,14.999747972,14.752333137
2.257746127,1.19216271,1.179207963,1.132874606,2.171372919,1.729098344,1.578859053,1.510923731,14.545926332,14.496347212,14.898414718,14.529729913
2.259189119,1.189884582,1.155076876,1.147505843,2.143047994,1.712700312,1.579486958,1.509547591,14.425112527,14.521249503,14.937362683,14.511791894
2.308228071,1.191519333,1.149325781,1.135540325,2.176269822,1.709263257,1.616222239,1.473978205,14.439956362,14.470251137,15.047099981,14.465769085
2.272178517,1.185940127,1.151728063,1.149790373,2.153935821,1.716460625,1.575786631,1.514279654,14.413007297,14.437948346,14.957196134,14.499341966
2.266977473,1.194409421,1.134695841,1.130772418,2.141368252,1.728255417,1.59336013,1.504953298,14.472523621,14.567719798,14.974205755,14.524365136
2.265736049,1.189730058,1.185944145,1.127347529,2.128613274,1.719064614,1.593472142,1.517069115,14.485557367,14.415786885,15.059298565,14.528568552
2.260679906,1.195247977,1.187639965,1.128441186,2.130181401,1.728860042,1.580968799,1.50078768,14.434118335,14.469360447,15.07745488,14.395859103
2.252805097,1.189819784,1.162086753,1.142312366,2.151573581,1.713030541,1.588451243,1.509417246,14.412203305,14.402049739,15.018818937,14.529972684
2.253590076,1.189906281,1.144850115,1.151005376,2.133806756,1.70362894,1.574191272,1.516465404,14.496029259,14.418836043,14.911693434,14.522095966
2.271524632,1.199916019,1.280701911,1.148548555,2.207307949,1.733560492,1.574513084,1.50256921,14.481912174,14.434669732,14.956479545,14.428484843
2.274266327,1.194966066,1.25952333,1.145031965,2.160283976,1.712818266,1.604655493,1.511807003,14.412139116,14.389943755,14.922561774,14.503888425
2.267748684,1.199410929,1.167627493,1.126903018,2.143078717,1.759724378,1.564456053,1.528969727,14.425434473,14.512747435,14.985587224,14.439574038
2.276135919,1.192344417,1.163067164,1.237068844,2.1556083,1.715321565,1.580842399,1.490884712,14.456633199,14.511772992,14.907903951,14.502474321
2.26496237,1.21542181,1.155176658,1.139242564,2.149999153,1.75573997,1.579025546,1.525498305,14.398560898,14.480299488,14.869660929,14.523289105
2.27754563,1.227661333,1.163383258,1.135876591,2.142650094,1.726463594,1.587971925,1.514599821,14.437796902,14.547182717,14.882357632,14.452421986
2.281673704,1.194125224,1.16681505,1.125703153,2.148841056,1.731980537,1.582771915,1.493869696,14.470370645,14.404597238,14.863022308,14.54725394
2.278687395,1.192845682,1.149045522,1.128657921,2.117573056,1.742330273,1.590214334,1.488290814,14.43070747,14.441048637,14.900122719,14.483669213
2.256058618,1.202000137,1.132446254,1.135643202,2.146034006,1.725333205,1.590310588,1.50003809,14.536272892,14.42605465,14.979801434,14.466346215
2.259079269,1.193919358,1.115559531,1.129801935,2.16713572,1.706720417,1.578784766,1.503432623,14.402825948,14.401460946,14.917664034,14.447464388
2.256845129,1.190382403,1.108552672,1.130873925,2.130480498,1.746156173,1.604185674,1.49857122,14.447785309,14.42314202,14.996254053,14.446147553
2.270962412,1.193766942,1.224144869,1.128243931,2.152574039,1.733267462,1.572373313,1.522949397,14.476037512,14.475043919,14.901810998,14.40722747
2.261265123,1.201715966,1.134237482,1.142725356,2.1407515,1.733671441,1.575116262,1.480264386,14.391236776,14.584049692,14.992942703,14.523010238
2.265279419,1.187685246,1.109999259,1.144161029,2.162302933,1.716292628,1.586013383,1.505066023,14.448729296,14.897104646,14.877063875,14.513063995
2.265829907,1.200531612,1.121262203,1.125606405,2.161865507,1.737326594,1.610053092,1.507716576,14.488627282,14.905705007,14.975779881,14.418073814
2.265726233,1.191045364,1.170260774,1.131621724,2.20897875,1.725692709,1.576256284,1.505873188,14.381195755,14.981391517,14.980426729,14.444481763
2.27814145,1.194533688,1.136248321,1.129519033,2.149503,1.722735765,1.580880042,1.50203548,14.45555124,14.927669486,14.875746015,14.484482057
